Producto,Cadereyta Precio por unidad,Cadereyta Cantidad ordenada,Coahuila Precio por unidad,Coahuila Cantidad ordenada,Durango Precio por unidad,Durango Cantidad ordenada,Expos F Precio por unidad,Expos F Cantidad ordenada,Laredo Precio por unidad,Laredo Cantidad ordenada,Monterrey Precio por unidad,Monterrey Cantidad ordenada,Online Precio por unidad,Online Cantidad ordenada,Queretaro Precio por unidad,Queretaro Cantidad ordenada,Reynosa Precio por unidad,Reynosa Cantidad ordenada,San Luis Precio por unidad,San Luis Cantidad ordenada,Fecha
Producto 54,0.0,0,19450.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-05
Producto 76,0.0,0,18343.600000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-05
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17453.35,3.5,0.0,0,0.0,0,0.0,0,13506.64,3.5,2022-04-05
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15901.820000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-05
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20124.07,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-05
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13097.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-05
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3017.4,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5077.42,3.5,5627.589999999999,3.5,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 77,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13591.59,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6760.99,3.5,0.0,0,0.0,0,2022-04-06
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7702.650000000001,3.5,0.0,0,0.0,0,2022-04-06
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11940.53,3.5,0.0,0,0.0,0,2022-04-06
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3021.475,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4020.8250000000003,7,0.0,0,4096.6900000000005,3.5,0.0,0,0.0,0,2022-04-06
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5895.25,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7715.835,7,0.0,0,7284.22,3.5,0.0,0,0.0,0,2022-04-06
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13033.620000000004,3.5,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7653.97,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 31,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8518.84,7,0.0,0,7373.273333333333,10.5,0.0,0,0.0,0,2022-04-06
Producto 78,0.0,0,0.0,0,0.0,0,0.0,0,9171.34,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 71,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9052.16,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 79,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6550.86,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 21,1378.4180000000001,105,1749.84,3.5,0.0,0,0.0,0,0.0,0,1343.5295,70,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7192.05,3.5,0.0,0,0.0,0,2022-04-06
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9970.06,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 80,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13844.676666666668,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,18819.81,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8056.900000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 59,0.0,0,9842.23,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-06
Producto 81,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2537.69,3.5,0.0,0,0.0,0,2022-04-07
Producto 2,0.0,0,6174.8099999999995,3.5,0.0,0,0.0,0,0.0,0,5028.0599999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5474.07,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7453.74,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7292.24,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 8,0.0,0,8639.58,3.5,0.0,0,0.0,0,0.0,0,8365.45,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8557.94,3.5,0.0,0,9508.825,7,2022-04-07
Producto 10,0.0,0,11343.51,3.5,11471.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,11642.02,7,0.0,0,12183.77,10.5,2022-04-07
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,3320.19,3.5,0.0,0,0.0,0,0.0,0,3390.085,7,0.0,0,2022-04-07
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3679.91,7,0.0,0,4096.6900000000005,3.5,0.0,0,4312.3,3.5,2022-04-07
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3529.66,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 83,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4108.58,3.5,0.0,0,0.0,0,2022-04-07
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7241.39,3.5,0.0,0,0.0,0,8702.77,3.5,0.0,0,2022-04-07
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,7426.099999999999,3.5,0.0,0,0.0,0,0.0,0,9102.965,7,0.0,0,2022-04-07
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10613.429999999998,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 30,0.0,0,6472.915,7,0.0,0,0.0,0,0.0,0,4309.459999999999,10.5,0.0,0,0.0,0,6502.11,7,0.0,0,2022-04-07
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7948.555,7,0.0,0,7982.339999999999,3.5,0.0,0,0.0,0,2022-04-07
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9970.72,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2271.44,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 63,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9481.9,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2166.98,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6849.57,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9971.22,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 84,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15607.870000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 41,0.0,0,14814.115,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19782.2,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 43,0.0,0,17936.010000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,16276.210000000001,3.5,0.0,0,0.0,0,2022-04-07
Producto 23,23275.52,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 58,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7716.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 86,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4197.88,3.5,0.0,0,0.0,0,2022-04-07
Producto 87,0.0,0,6465.72,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-07
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5982.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 6,0.0,0,11702.61,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 7,0.0,0,5798.910000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5780.650000000001,3.5,0.0,0,0.0,0,2022-04-08
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7292.96,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7562.9825,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11343.51,3.5,0.0,0,0.0,0,2022-04-08
Producto 88,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,12635.34,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4191.6050000000005,7,0.0,0,4310.58,3.5,0.0,0,0.0,0,2022-04-08
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,6648.54,3.5,5895.25,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3621.7799999999997,3.5,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9025.43,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9985.52,3.5,0.0,0,2022-04-08
Producto 15,7198.04,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 30,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6068.86,3.5,0.0,0,6372.3,3.5,0.0,0,0.0,0,2022-04-08
Producto 31,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8719.795,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 63,0.0,0,9481.9,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4334.4800000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 21,1378.462,140,0.0,0,0.0,0,0.0,0,0.0,0,2166.985,7,0.0,0,1820.56,14,0.0,0,0.0,0,2022-04-08
Producto 64,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2168.31,3.5,0.0,0,0.0,0,2022-04-08
Producto 65,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2321.0299999999997,7,0.0,0,0.0,0,2022-04-08
Producto 89,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2321.0299999999997,10.5,0.0,0,0.0,0,2022-04-08
Producto 90,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3879.31,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6357.82,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9971.22,3.5,0.0,0,0.0,0,0.0,0,9736.91,3.5,2022-04-08
Producto 52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2470.5,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 66,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3232.0299999999997,3.5,2022-04-08
Producto 53,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5822.2300000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 67,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8512.03,3.5,2022-04-08
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21829.110000000004,3.5,0.0,0,0.0,0,0.0,0,20616.875,7,2022-04-08
Producto 57,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,52461.1,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-08
Producto 1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3580.4199999999996,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 92,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5019.099999999999,3.5,0.0,0,5270.05,3.5,0.0,0,0.0,0,2022-04-09
Producto 25,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5982.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8374.59,3.5,0.0,0,0.0,0,2022-04-09
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4829.08,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 3,0.0,0,0.0,0,5965.47,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5188.2300000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 6,0.0,0,0.0,0,0.0,0,0.0,0,10551.320000000002,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 93,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8511.84,3.5,0.0,0,0.0,0,2022-04-09
Producto 8,0.0,0,0.0,0,0.0,0,0.0,0,9676.27,3.5,7335.8525,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8557.94,3.5,0.0,0,0.0,0,2022-04-09
Producto 10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11371.94,3.5,0.0,0,11343.51,3.5,0.0,0,13267.27,3.5,2022-04-09
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3624.5,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 12,0.0,0,4096.6900000000005,3.5,0.0,0,0.0,0,0.0,0,4232.445000000001,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3449.69,3.5,0.0,0,3441.06,3.5,0.0,0,0.0,0,2022-04-09
Producto 94,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3067.9500000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6652.4400000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11144.1,3.5,0.0,0,0.0,0,2022-04-09
Producto 16,0.0,0,8364.6,3.5,0.0,0,0.0,0,8144.9400000000005,3.5,7152.23,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 95,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4309.4800000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,10682.52,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,1857.11,3.5,1646.7,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 20,0.0,0,24036.25,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 79,0.0,0,6550.86,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 21,0.0,0,2282.76,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 96,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,28700.81,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 91,0.0,0,6207.560000000002,7,0.0,0,0.0,0,0.0,0,5202.1900000000005,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6259.765,7,0.0,0,6572.926666666666,10.5,0.0,0,0.0,0,2022-04-09
Producto 50,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7784.05,3.5,2022-04-09
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9801.699999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 75,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15060.44,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 54,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20594.73,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,19593.47,3.5,0.0,0,0.0,0,2022-04-09
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15886.179999999998,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,20536.05,10.5,0.0,0,0.0,0,0.0,0,20800.84,3.5,2022-04-09
Producto 59,0.0,0,10086.300000000001,3.5,0.0,0,0.0,0,0.0,0,9867.41,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-09
Producto 2,0.0,0,0.0,0,0.0,0,0.0,0,6369.74,3.5,0.0,0,0.0,0,0.0,0,0.0,0,5070.53,7,2022-04-10
Producto 3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7442.3099999999995,3.5,0.0,0,0.0,0,2022-04-10
Producto 82,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5923.12,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 26,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13561.380000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 7,0.0,0,0.0,0,0.0,0,0.0,0,7261.8099999999995,3.5,6439.043333333333,10.5,0.0,0,0.0,0,0.0,0,6760.99,3.5,2022-04-10
Producto 97,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6314.43,3.5,2022-04-10
Producto 8,0.0,0,9008.94,3.5,0.0,0,0.0,0,0.0,0,7335.849999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9008.359999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 10,0.0,0,10584.03,3.5,0.0,0,0.0,0,0.0,0,11719.414999999999,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 11,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3098.9500000000003,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 12,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3824.605,14,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 28,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7716.74,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8921.23,3.5,0.0,0,0.0,0,2022-04-10
Producto 15,0.0,0,11737.16,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 16,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7222.12,3.5,0.0,0,0.0,0,8147.5199999999995,3.5,0.0,0,2022-04-10
Producto 31,0.0,0,0.0,0,0.0,0,0.0,0,9065.3,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10816.19,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1564.3600000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 98,0.0,0,0.0,0,0.0,0,0.0,0,7689.3099999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 99,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7620.5599999999995,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 100,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7335.86,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 33,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4334.485,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 21,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1432.704,17.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 91,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5203.015,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 22,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6260.24,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 101,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8619.83,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 36,0.0,0,0.0,0,0.0,0,0.0,0,12929.84,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 102,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7878.53,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 52,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2852.02,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 103,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10556.83,7,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 42,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,15690.98,3.5,2022-04-10
Producto 43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,17081.91,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 23,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,21829.110000000004,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 59,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9374.039999999999,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 104,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9836.630000000001,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 60,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,13096.98,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-10
Producto 105,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2883.91,3.5,0.0,0,0.0,0,2022-04-10
Producto 106,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5846.51,3.5,2022-04-11
Producto 5,0.0,0,0.0,0,0.0,0,0.0,0,7640.29,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 107,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9084.57,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 7,5505.38,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 8,7413.07,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,7163.46,3.5,2022-04-11
Producto 11,0.0,0,3425.16,3.5,0.0,0,0.0,0,0.0,0,3361.725,7,0.0,0,3253.9,7,0.0,0,0.0,0,2022-04-11
Producto 12,0.0,0,4312.79,3.5,0.0,0,0.0,0,4400.15,3.5,4563.28,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 13,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6895.033333333333,10.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 27,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4248.51,3.5,5217.47,3.5,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 108,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5895.97,3.5,0.0,0,0.0,0,0.0,0,0.0,0,2022-04-11
Producto 28,7716.74,3.5,0.0,0,0.0,0,0.0,0,0.0,0,8371.084999999997,7,0.0,0,8102.58,3.5,0.0,0,0.0,0,2022-04-11
Producto 29,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6958.2699999999995,3.5,0.0,0,8921.23,3.5,0.0,0,8921.23,3.5,2022-04-11
Producto 15,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,11214.49,3.5,2022-04-11
